Lon,Lat,mask
-144.5,-7.5,8440
-143.5,-7.5,8440
-142.5,-7.5,8440
-141.5,-7.5,8440
-140.5,-7.5,8440
-139.5,-7.5,8440
-138.5,-7.5,8440
-137.5,-7.5,8440
-136.5,-7.5,8440
-135.5,-7.5,8440
141.5,-7.5,8324
142.5,-7.5,8324
143.5,-7.5,8324
144.5,-7.5,8324
145.5,-7.5,8324
146.5,-7.5,8324
147.5,-7.5,8324
148.5,-7.5,8324
149.5,-7.5,8324
150.5,-7.5,8324
151.5,-7.5,8324
152.5,-7.5,8324
153.5,-7.5,8324
154.5,-7.5,8324
155.5,-7.5,8314
156.5,-7.5,8314
157.5,-7.5,8314
158.5,-7.5,8314
159.5,-7.5,8314
160.5,-7.5,8314
161.5,-7.5,8314
162.5,-7.5,8314
163.5,-7.5,8314
164.5,-7.5,8314
165.5,-7.5,8314
166.5,-7.5,8314
167.5,-7.5,8314
168.5,-7.5,8314
169.5,-7.5,8314
170.5,-7.5,8314
172.5,-7.5,8326
173.5,-7.5,8326
174.5,-7.5,8326
175.5,-7.5,8326
176.5,-7.5,8326
177.5,-7.5,8326
178.5,-7.5,8326
179.5,-7.5,8326
-179.5,-8.5,8326
-178.5,-8.5,8326
-177.5,-8.5,8326
-176.5,-8.5,8326
-175.5,-8.5,8449
-174.5,-8.5,8449
-173.5,-8.5,8449
-172.5,-8.5,8449
-171.5,-8.5,8449
-170.5,-8.5,8449
-169.5,-8.5,8449
-168.5,-8.5,8449
-167.5,-8.5,8446
-166.5,-8.5,8446
-165.5,-8.5,8446
-164.5,-8.5,8446
-163.5,-8.5,8446
-162.5,-8.5,8446
-161.5,-8.5,8446
-160.5,-8.5,8446
-159.5,-8.5,8446
-158.5,-8.5,8446
-157.5,-8.5,8446
-156.5,-8.5,8446
-155.5,-8.5,8446
-154.5,-8.5,8441
-153.5,-8.5,8441
-152.5,-8.5,8441
-151.5,-8.5,8441
-150.5,-8.5,8441
-149.5,-8.5,8441
-148.5,-8.5,8441
-147.5,-8.5,8441
-146.5,-8.5,8441
-144.5,-8.5,8440
-143.5,-8.5,8440
-142.5,-8.5,8440
-141.5,-8.5,8440
-140.5,-8.5,8440
-139.5,-8.5,8440
-138.5,-8.5,8440
-137.5,-8.5,8440
-136.5,-8.5,8440
-135.5,-8.5,8440
141.5,-8.5,8324
142.5,-8.5,8324
143.5,-8.5,8324
144.5,-8.5,8324
145.5,-8.5,8324
146.5,-8.5,8324
147.5,-8.5,8324
148.5,-8.5,8324
149.5,-8.5,8324
150.5,-8.5,8324
151.5,-8.5,8324
152.5,-8.5,8324
153.5,-8.5,8324
154.5,-8.5,8324
155.5,-8.5,8314
156.5,-8.5,8314
157.5,-8.5,8314
158.5,-8.5,8314
159.5,-8.5,8314
160.5,-8.5,8314
161.5,-8.5,8314
162.5,-8.5,8314
163.5,-8.5,8314
164.5,-8.5,8314
165.5,-8.5,8314
166.5,-8.5,8314
167.5,-8.5,8314
168.5,-8.5,8314
169.5,-8.5,8314
170.5,-8.5,8314
171.5,-8.5,8314
173.5,-8.5,8326
174.5,-8.5,8326
175.5,-8.5,8326
176.5,-8.5,8326
177.5,-8.5,8326
178.5,-8.5,8326
179.5,-8.5,8326
-179.5,-9.5,8326
-178.5,-9.5,8326
-177.5,-9.5,8326
-176.5,-9.5,8326
-175.5,-9.5,8449
-174.5,-9.5,8449
-173.5,-9.5,8449
-172.5,-9.5,8449
-171.5,-9.5,8449
-170.5,-9.5,8449
-169.5,-9.5,8449
-168.5,-9.5,8449
-167.5,-9.5,8446
-166.5,-9.5,8446
-165.5,-9.5,8446
-164.5,-9.5,8446
-163.5,-9.5,8446
-162.5,-9.5,8446
-161.5,-9.5,8446
-160.5,-9.5,8446
-159.5,-9.5,8446
-158.5,-9.5,8446
-157.5,-9.5,8446
-156.5,-9.5,8446
-155.5,-9.5,8446
-154.5,-9.5,8441
-153.5,-9.5,8441
-152.5,-9.5,8441
-151.5,-9.5,8441
-150.5,-9.5,8441
-149.5,-9.5,8441
-148.5,-9.5,8441
-147.5,-9.5,8441
-146.5,-9.5,8441
-143.5,-9.5,8440
-142.5,-9.5,8440
-141.5,-9.5,8440
-140.5,-9.5,8440
-139.5,-9.5,8440
-138.5,-9.5,8440
-137.5,-9.5,8440
-136.5,-9.5,8440
-135.5,-9.5,8440
140.5,-9.5,8324
141.5,-9.5,8324
142.5,-9.5,8324
143.5,-9.5,8324
144.5,-9.5,8324
145.5,-9.5,8324
146.5,-9.5,8324
147.5,-9.5,8324
148.5,-9.5,8324
149.5,-9.5,8324
150.5,-9.5,8324
151.5,-9.5,8324
152.5,-9.5,8324
153.5,-9.5,8324
154.5,-9.5,8324
155.5,-9.5,8324
156.5,-9.5,8314
157.5,-9.5,8314
158.5,-9.5,8314
159.5,-9.5,8314
160.5,-9.5,8314
161.5,-9.5,8314
162.5,-9.5,8314
163.5,-9.5,8314
164.5,-9.5,8314
165.5,-9.5,8314
166.5,-9.5,8314
167.5,-9.5,8314
168.5,-9.5,8314
169.5,-9.5,8314
170.5,-9.5,8314
171.5,-9.5,8314
172.5,-9.5,8314
174.5,-9.5,8326
175.5,-9.5,8326
176.5,-9.5,8326
177.5,-9.5,8326
178.5,-9.5,8326
179.5,-9.5,8326
-179.5,-10.5,8326
-178.5,-10.5,8326
-177.5,-10.5,8326
-176.5,-10.5,8454
-175.5,-10.5,8454
-174.5,-10.5,8449
-173.5,-10.5,8449
-172.5,-10.5,8449
-171.5,-10.5,8444
-170.5,-10.5,8444
-169.5,-10.5,8444
-168.5,-10.5,8446
-167.5,-10.5,8446
-166.5,-10.5,8446
-165.5,-10.5,8446
-164.5,-10.5,8446
-163.5,-10.5,8446
-162.5,-10.5,8446
-161.5,-10.5,8446
-160.5,-10.5,8446
-159.5,-10.5,8446
-158.5,-10.5,8446
-157.5,-10.5,8446
-156.5,-10.5,8446
-155.5,-10.5,8446
-154.5,-10.5,8441
-153.5,-10.5,8441
-152.5,-10.5,8441
-151.5,-10.5,8441
-150.5,-10.5,8441
-149.5,-10.5,8441
-148.5,-10.5,8441
-147.5,-10.5,8441
-146.5,-10.5,8440
-145.5,-10.5,8440
-143.5,-10.5,8440
-142.5,-10.5,8440
-141.5,-10.5,8440
-140.5,-10.5,8440
-139.5,-10.5,8440
-138.5,-10.5,8440
-137.5,-10.5,8440
-136.5,-10.5,8440
-135.5,-10.5,8440
139.5,-10.5,8324
140.5,-10.5,8324
141.5,-10.5,8324
142.5,-10.5,9999
143.5,-10.5,9999
144.5,-10.5,8324
145.5,-10.5,8324
146.5,-10.5,8324
147.5,-10.5,8324
148.5,-10.5,8324
149.5,-10.5,8324
150.5,-10.5,8324
151.5,-10.5,8324
152.5,-10.5,8324
153.5,-10.5,8324
154.5,-10.5,8324
155.5,-10.5,8324
156.5,-10.5,8314
157.5,-10.5,8314
158.5,-10.5,8314
159.5,-10.5,8314
160.5,-10.5,8314
161.5,-10.5,8314
162.5,-10.5,8314
163.5,-10.5,8314
164.5,-10.5,8314
165.5,-10.5,8314
166.5,-10.5,8314
167.5,-10.5,8314
168.5,-10.5,8314
169.5,-10.5,8314
170.5,-10.5,8314
171.5,-10.5,8314
172.5,-10.5,8314
173.5,-10.5,8314
174.5,-10.5,8325
175.5,-10.5,8325
176.5,-10.5,8325
177.5,-10.5,8326
178.5,-10.5,8326
179.5,-10.5,8326
-179.5,-11.5,8326
-178.5,-11.5,8326
-177.5,-11.5,8454
-176.5,-11.5,8454
-175.5,-11.5,8454
-174.5,-11.5,8454
-173.5,-11.5,8445
-172.5,-11.5,8444
-171.5,-11.5,8444
-170.5,-11.5,8444
-169.5,-11.5,8444
-168.5,-11.5,8444
-167.5,-11.5,8446
-166.5,-11.5,8446
-165.5,-11.5,8446
-164.5,-11.5,8446
-163.5,-11.5,8446
-162.5,-11.5,8446
-161.5,-11.5,8446
-160.5,-11.5,8446
-159.5,-11.5,8446
-158.5,-11.5,8446
-157.5,-11.5,8446
-156.5,-11.5,8446
-155.5,-11.5,8446
-154.5,-11.5,8441
-153.5,-11.5,8441
-152.5,-11.5,8441
-151.5,-11.5,8441
-150.5,-11.5,8441
-149.5,-11.5,8441
-148.5,-11.5,8441
-147.5,-11.5,8441
-146.5,-11.5,8440
-145.5,-11.5,8440
-144.5,-11.5,8440
-143.5,-11.5,8440
-142.5,-11.5,8440
-141.5,-11.5,8440
-140.5,-11.5,8440
-139.5,-11.5,8440
-138.5,-11.5,8440
-137.5,-11.5,8440
-136.5,-11.5,8440
-135.5,-11.5,8440
139.5,-11.5,8324
142.5,-11.5,9999
143.5,-11.5,9999
144.5,-11.5,9999
145.5,-11.5,8324
146.5,-11.5,8324
147.5,-11.5,8324
148.5,-11.5,8324
149.5,-11.5,8324
150.5,-11.5,8324
151.5,-11.5,8324
152.5,-11.5,8324
153.5,-11.5,8324
154.5,-11.5,8324
155.5,-11.5,8324
156.5,-11.5,8324
157.5,-11.5,8314
158.5,-11.5,8314
159.5,-11.5,8314
160.5,-11.5,8314
161.5,-11.5,8314
162.5,-11.5,8314
163.5,-11.5,8314
164.5,-11.5,8314
165.5,-11.5,8314
166.5,-11.5,8314
167.5,-11.5,8314
168.5,-11.5,8314
169.5,-11.5,8314
170.5,-11.5,8314
171.5,-11.5,8314
172.5,-11.5,8314
173.5,-11.5,8314
174.5,-11.5,8325
175.5,-11.5,8325
176.5,-11.5,8325
177.5,-11.5,8325
178.5,-11.5,8326
179.5,-11.5,8326
-179.5,-12.5,8326
-178.5,-12.5,8454
-177.5,-12.5,8454
-176.5,-12.5,8454
-175.5,-12.5,8454
-174.5,-12.5,8454
-173.5,-12.5,8445
-172.5,-12.5,8445
-171.5,-12.5,8445
-170.5,-12.5,8444
-169.5,-12.5,8444
-168.5,-12.5,8444
-167.5,-12.5,8444
-166.5,-12.5,8446
-165.5,-12.5,8446
-164.5,-12.5,8446
-163.5,-12.5,8446
-162.5,-12.5,8446
-161.5,-12.5,8446
-160.5,-12.5,8446
-159.5,-12.5,8446
-158.5,-12.5,8446
-157.5,-12.5,8446
-156.5,-12.5,8446
-155.5,-12.5,8440
-154.5,-12.5,8441
-153.5,-12.5,8441
-152.5,-12.5,8441
-151.5,-12.5,8441
-150.5,-12.5,8441
-149.5,-12.5,8440
-148.5,-12.5,8440
-147.5,-12.5,8440
-146.5,-12.5,8440
-145.5,-12.5,8440
-144.5,-12.5,8440
-143.5,-12.5,8440
-142.5,-12.5,8440
-141.5,-12.5,8440
-140.5,-12.5,8440
-139.5,-12.5,8440
-138.5,-12.5,8440
-137.5,-12.5,8440
-136.5,-12.5,8440
-135.5,-12.5,8440
143.5,-12.5,9999
144.5,-12.5,9999
145.5,-12.5,9999
146.5,-12.5,8324
147.5,-12.5,8324
148.5,-12.5,8324
149.5,-12.5,8324
150.5,-12.5,8324
151.5,-12.5,8324
152.5,-12.5,8324
153.5,-12.5,8324
154.5,-12.5,8324
155.5,-12.5,8324
156.5,-12.5,8324
157.5,-12.5,8324
158.5,-12.5,8314
159.5,-12.5,8314
160.5,-12.5,8314
161.5,-12.5,8314
162.5,-12.5,8314
163.5,-12.5,8314
164.5,-12.5,8314
165.5,-12.5,8313
166.5,-12.5,8313
167.5,-12.5,8313
168.5,-12.5,8314
169.5,-12.5,8314
170.5,-12.5,8314
171.5,-12.5,8314
172.5,-12.5,8314
173.5,-12.5,8314
174.5,-12.5,8325
175.5,-12.5,8325
176.5,-12.5,8325
177.5,-12.5,8325
178.5,-12.5,8325
179.5,-12.5,8326
-179.5,-13.5,8454
-178.5,-13.5,8454
-177.5,-13.5,8454
-176.5,-13.5,8454
-175.5,-13.5,8454
-174.5,-13.5,8454
-173.5,-13.5,8445
-172.5,-13.5,8445
-171.5,-13.5,8445
-170.5,-13.5,8444
-169.5,-13.5,8444
-168.5,-13.5,8444
-167.5,-13.5,8444
-166.5,-13.5,8444
-165.5,-13.5,8446
-164.5,-13.5,8446
-163.5,-13.5,8446
-162.5,-13.5,8446
-161.5,-13.5,8446
-160.5,-13.5,8446
-159.5,-13.5,8446
-158.5,-13.5,8446
-157.5,-13.5,8440
-156.5,-13.5,8440
-155.5,-13.5,8440
-154.5,-13.5,8440
-153.5,-13.5,8440
-152.5,-13.5,8441
-151.5,-13.5,8441
-150.5,-13.5,8440
-149.5,-13.5,8440
-148.5,-13.5,8440
-147.5,-13.5,8440
-146.5,-13.5,8440
-145.5,-13.5,8440
-144.5,-13.5,8440
-143.5,-13.5,8440
-142.5,-13.5,8440
-141.5,-13.5,8440
-140.5,-13.5,8440
-139.5,-13.5,8440
-138.5,-13.5,8440
-137.5,-13.5,8440
-136.5,-13.5,8440
-135.5,-13.5,8440
143.5,-13.5,9999
144.5,-13.5,9999
145.5,-13.5,9999
147.5,-13.5,8324
148.5,-13.5,8324
149.5,-13.5,8324
150.5,-13.5,8324
151.5,-13.5,8324
152.5,-13.5,8324
153.5,-13.5,8324
154.5,-13.5,8324
155.5,-13.5,8324
156.5,-13.5,8324
157.5,-13.5,8314
158.5,-13.5,8314
159.5,-13.5,8314
160.5,-13.5,8314
161.5,-13.5,8314
162.5,-13.5,8314
163.5,-13.5,8314
164.5,-13.5,8313
165.5,-13.5,8313
166.5,-13.5,8313
167.5,-13.5,8313
168.5,-13.5,8313
169.5,-13.5,8314
170.5,-13.5,8314
171.5,-13.5,8314
172.5,-13.5,8314
173.5,-13.5,8314
174.5,-13.5,8325
175.5,-13.5,8325
176.5,-13.5,8325
177.5,-13.5,8325
178.5,-13.5,8325
179.5,-13.5,8325
-179.5,-14.5,8325
-178.5,-14.5,8454
-177.5,-14.5,8454
-176.5,-14.5,8454
-175.5,-14.5,8448
-174.5,-14.5,8448
-173.5,-14.5,8445
-172.5,-14.5,8445
-171.5,-14.5,8445
-170.5,-14.5,8444
-169.5,-14.5,8444
-168.5,-14.5,8444
-167.5,-14.5,8444
-166.5,-14.5,8444
-165.5,-14.5,8446
-164.5,-14.5,8446
-163.5,-14.5,8446
-162.5,-14.5,8446
-161.5,-14.5,8446
-160.5,-14.5,8446
-159.5,-14.5,8446
-157.5,-14.5,8440
-156.5,-14.5,8440
-155.5,-14.5,8440
-154.5,-14.5,8440
-153.5,-14.5,8440
-152.5,-14.5,8440
-151.5,-14.5,8440
-150.5,-14.5,8440
-149.5,-14.5,8440
-148.5,-14.5,8440
-147.5,-14.5,8440
-146.5,-14.5,8440
-145.5,-14.5,8440
-144.5,-14.5,8440
-143.5,-14.5,8440
-142.5,-14.5,8440
-141.5,-14.5,8440
-140.5,-14.5,8440
-139.5,-14.5,8440
-138.5,-14.5,8440
-137.5,-14.5,8440
-136.5,-14.5,8440
-135.5,-14.5,8440
143.5,-14.5,9999
144.5,-14.5,9999
145.5,-14.5,9999
146.5,-14.5,9999
150.5,-14.5,8324
151.5,-14.5,8324
152.5,-14.5,8324
153.5,-14.5,8324
154.5,-14.5,8324
155.5,-14.5,8324
156.5,-14.5,8324
157.5,-14.5,8314
158.5,-14.5,8314
159.5,-14.5,8314
160.5,-14.5,8314
161.5,-14.5,8314
162.5,-14.5,8314
163.5,-14.5,8313
164.5,-14.5,8313
165.5,-14.5,8313
166.5,-14.5,8313
167.5,-14.5,8313
168.5,-14.5,8313
169.5,-14.5,8313
170.5,-14.5,8313
171.5,-14.5,8314
172.5,-14.5,8314
173.5,-14.5,8325
174.5,-14.5,8325
175.5,-14.5,8325
176.5,-14.5,8325
177.5,-14.5,8325
178.5,-14.5,8325
179.5,-14.5,8325
-179.5,-15.5,8325
-178.5,-15.5,8325
-177.5,-15.5,8454
-176.5,-15.5,8448
-175.5,-15.5,8448
-174.5,-15.5,8448
-173.5,-15.5,8448
-172.5,-15.5,8448
-171.5,-15.5,8444
-170.5,-15.5,8444
-169.5,-15.5,8444
-168.5,-15.5,8444
-167.5,-15.5,8444
-166.5,-15.5,8444
-165.5,-15.5,8444
-164.5,-15.5,8446
-163.5,-15.5,8446
-162.5,-15.5,8446
-161.5,-15.5,8446
-160.5,-15.5,8446
-159.5,-15.5,8446
-158.5,-15.5,8446
-157.5,-15.5,8440
-156.5,-15.5,8440
-155.5,-15.5,8440
-154.5,-15.5,8440
-153.5,-15.5,8440
-152.5,-15.5,8440
-151.5,-15.5,8440
-150.5,-15.5,8440
-149.5,-15.5,8440
-148.5,-15.5,8440
-147.5,-15.5,8440
-146.5,-15.5,8440
-145.5,-15.5,8440
-144.5,-15.5,8440
-143.5,-15.5,8440
-142.5,-15.5,8440
-141.5,-15.5,8440
-140.5,-15.5,8440
-139.5,-15.5,8440
-138.5,-15.5,8440
-137.5,-15.5,8440
-136.5,-15.5,8440
-135.5,-15.5,8440
-134.5,-15.5,8440
145.5,-15.5,9999
146.5,-15.5,9999
158.5,-15.5,8312
159.5,-15.5,8314
160.5,-15.5,8314
161.5,-15.5,8314
162.5,-15.5,8312
163.5,-15.5,8312
164.5,-15.5,8313
165.5,-15.5,8313
166.5,-15.5,8313
167.5,-15.5,8313
168.5,-15.5,8313
169.5,-15.5,8313
170.5,-15.5,8313
171.5,-15.5,8313
173.5,-15.5,8325
174.5,-15.5,8325
175.5,-15.5,8325
176.5,-15.5,8325
177.5,-15.5,8325
178.5,-15.5,8325
179.5,-15.5,8325
-179.5,-16.5,8325
-178.5,-16.5,8325
-177.5,-16.5,8325
-176.5,-16.5,8448
-175.5,-16.5,8448
-174.5,-16.5,8448
-173.5,-16.5,8448
-172.5,-16.5,8448
-171.5,-16.5,8448
-170.5,-16.5,8444
-169.5,-16.5,8444
-168.5,-16.5,8444
-167.5,-16.5,8444
-166.5,-16.5,8444
-165.5,-16.5,8446
-164.5,-16.5,8446
-163.5,-16.5,8446
-162.5,-16.5,8446
-161.5,-16.5,8446
-160.5,-16.5,8446
-159.5,-16.5,8446
-158.5,-16.5,8446
-157.5,-16.5,8440
-156.5,-16.5,8440
-155.5,-16.5,8440
-154.5,-16.5,8440
-153.5,-16.5,8440
-152.5,-16.5,8440
-151.5,-16.5,8440
-150.5,-16.5,8440
-149.5,-16.5,8440
-148.5,-16.5,8440
-147.5,-16.5,8440
-146.5,-16.5,8440
-145.5,-16.5,8440
-144.5,-16.5,8440
-143.5,-16.5,8440
-142.5,-16.5,8440
-141.5,-16.5,8440
-140.5,-16.5,8440
-139.5,-16.5,8440
-138.5,-16.5,8440
-137.5,-16.5,8440
-136.5,-16.5,8440
-135.5,-16.5,8440
-134.5,-16.5,8440
-133.5,-16.5,8440
145.5,-16.5,9999
146.5,-16.5,9999
157.5,-16.5,8312
158.5,-16.5,8312
159.5,-16.5,8312
160.5,-16.5,8312
161.5,-16.5,8312
162.5,-16.5,8312
163.5,-16.5,8312
164.5,-16.5,8312
165.5,-16.5,8313
166.5,-16.5,8313
167.5,-16.5,8313
168.5,-16.5,8313
169.5,-16.5,8313
170.5,-16.5,8313
171.5,-16.5,8313
172.5,-16.5,8313
173.5,-16.5,8325
174.5,-16.5,8325
175.5,-16.5,8325
176.5,-16.5,8325
177.5,-16.5,8325
178.5,-16.5,8325
179.5,-16.5,8325
-179.5,-17.5,8325
-178.5,-17.5,8325
-177.5,-17.5,8325
-176.5,-17.5,8325
-175.5,-17.5,8448
-174.5,-17.5,8448
-173.5,-17.5,8448
-172.5,-17.5,8448
-171.5,-17.5,8447
-170.5,-17.5,8447
-169.5,-17.5,8447
-168.5,-17.5,8447
-167.5,-17.5,8447
-166.5,-17.5,8446
-165.5,-17.5,8446
-164.5,-17.5,8446
-163.5,-17.5,8446
-162.5,-17.5,8446
-161.5,-17.5,8446
-160.5,-17.5,8446
-159.5,-17.5,8446
-158.5,-17.5,8446
-157.5,-17.5,8446
-156.5,-17.5,8440
-155.5,-17.5,8440
-154.5,-17.5,8440
-153.5,-17.5,8440
-152.5,-17.5,8440
-151.5,-17.5,8440
-150.5,-17.5,8440
-149.5,-17.5,8440
-148.5,-17.5,8440
-147.5,-17.5,8440
-146.5,-17.5,8440
-145.5,-17.5,8440
-144.5,-17.5,8440
-143.5,-17.5,8440
-142.5,-17.5,8440
-141.5,-17.5,8440
-140.5,-17.5,8440
-139.5,-17.5,8440
-138.5,-17.5,8440
-137.5,-17.5,8440
-136.5,-17.5,8440
-135.5,-17.5,8440
-134.5,-17.5,8440
-133.5,-17.5,8440
-132.5,-17.5,8440
145.5,-17.5,9999
146.5,-17.5,9999
147.5,-17.5,9999
157.5,-17.5,8312
158.5,-17.5,8312
159.5,-17.5,8312
160.5,-17.5,8312
161.5,-17.5,8312
162.5,-17.5,8312
163.5,-17.5,8312
164.5,-17.5,8312
165.5,-17.5,8312
166.5,-17.5,8313
167.5,-17.5,8313
168.5,-17.5,8313
169.5,-17.5,8313
170.5,-17.5,8313
171.5,-17.5,8313
172.5,-17.5,8313
173.5,-17.5,8325
174.5,-17.5,8325
175.5,-17.5,8325
176.5,-17.5,8325
177.5,-17.5,8325
178.5,-17.5,8325
179.5,-17.5,8325
-179.5,-18.5,8325
-178.5,-18.5,8325
-177.5,-18.5,8325
-176.5,-18.5,8325
-175.5,-18.5,8448
-174.5,-18.5,8448
-173.5,-18.5,8448
-172.5,-18.5,8448
-171.5,-18.5,8447
-170.5,-18.5,8447
-169.5,-18.5,8447
-168.5,-18.5,8447
-167.5,-18.5,8447
-166.5,-18.5,8447
-165.5,-18.5,8446
-164.5,-18.5,8446
-163.5,-18.5,8446
-162.5,-18.5,8446
-161.5,-18.5,8446
-160.5,-18.5,8446
-159.5,-18.5,8446
-158.5,-18.5,8446
-157.5,-18.5,8446
-156.5,-18.5,8446
-155.5,-18.5,8440
-154.5,-18.5,8440
-153.5,-18.5,8440
-152.5,-18.5,8440
-151.5,-18.5,8440
-150.5,-18.5,8440
-149.5,-18.5,8440
-148.5,-18.5,8440
-147.5,-18.5,8440
-146.5,-18.5,8440
-145.5,-18.5,8440
-144.5,-18.5,8440
-143.5,-18.5,8440
-142.5,-18.5,8440
-141.5,-18.5,8440
-140.5,-18.5,8440
-139.5,-18.5,8440
-138.5,-18.5,8440
-137.5,-18.5,8440
-136.5,-18.5,8440
-135.5,-18.5,8440
-134.5,-18.5,8440
-133.5,-18.5,8440
-132.5,-18.5,8440
146.5,-18.5,9999
147.5,-18.5,9999
148.5,-18.5,9999
149.5,-18.5,9999
156.5,-18.5,8312
157.5,-18.5,8312
158.5,-18.5,8312
159.5,-18.5,8312
160.5,-18.5,8312
161.5,-18.5,8312
162.5,-18.5,8312
163.5,-18.5,8312
164.5,-18.5,8312
165.5,-18.5,8312
166.5,-18.5,8312
167.5,-18.5,8313
168.5,-18.5,8313
169.5,-18.5,8313
170.5,-18.5,8313
171.5,-18.5,8313
172.5,-18.5,8313
173.5,-18.5,8313
174.5,-18.5,8325
175.5,-18.5,8325
176.5,-18.5,8325
177.5,-18.5,8325
178.5,-18.5,8325
179.5,-18.5,8325
-179.5,-19.5,8325
-178.5,-19.5,8325
-177.5,-19.5,8325
-176.5,-19.5,8448
-175.5,-19.5,8448
-174.5,-19.5,8448
-173.5,-19.5,8448
-172.5,-19.5,8448
-171.5,-19.5,8447
-170.5,-19.5,8447
-169.5,-19.5,8447
-168.5,-19.5,8447
-167.5,-19.5,8447
-166.5,-19.5,8447
-165.5,-19.5,8446
-164.5,-19.5,8446
-163.5,-19.5,8446
-162.5,-19.5,8446
-161.5,-19.5,8446
-160.5,-19.5,8446
-159.5,-19.5,8446
-158.5,-19.5,8446
-157.5,-19.5,8446
-156.5,-19.5,8446
-155.5,-19.5,8446
-154.5,-19.5,8440
-153.5,-19.5,8440
-152.5,-19.5,8440
-151.5,-19.5,8440
-150.5,-19.5,8440
-149.5,-19.5,8440
-148.5,-19.5,8440
-147.5,-19.5,8440
-146.5,-19.5,8440
-145.5,-19.5,8440
-144.5,-19.5,8440
-143.5,-19.5,8440
-142.5,-19.5,8440
-141.5,-19.5,8440
-140.5,-19.5,8440
-139.5,-19.5,8440
-138.5,-19.5,8440
-137.5,-19.5,8440
-136.5,-19.5,8440
-135.5,-19.5,8440
-134.5,-19.5,8440
-133.5,-19.5,8440
-132.5,-19.5,8440
146.5,-19.5,9999
147.5,-19.5,9999
148.5,-19.5,9999
149.5,-19.5,9999
150.5,-19.5,9999
151.5,-19.5,9999
156.5,-19.5,8312
157.5,-19.5,8312
158.5,-19.5,8312
159.5,-19.5,8312
160.5,-19.5,8312
161.5,-19.5,8312
162.5,-19.5,8312
163.5,-19.5,8312
164.5,-19.5,8312
165.5,-19.5,8312
166.5,-19.5,8312
167.5,-19.5,8312
168.5,-19.5,8313
169.5,-19.5,8313
170.5,-19.5,8313
171.5,-19.5,8313
172.5,-19.5,8313
173.5,-19.5,8325
174.5,-19.5,8325
175.5,-19.5,8325
176.5,-19.5,8325
177.5,-19.5,8325
178.5,-19.5,8325
179.5,-19.5,8325
-179.5,-20.5,8325
-178.5,-20.5,8325
-177.5,-20.5,8325
-176.5,-20.5,8448
-175.5,-20.5,8448
-174.5,-20.5,8448
-173.5,-20.5,8448
-172.5,-20.5,8448
-171.5,-20.5,8447
-170.5,-20.5,8447
-169.5,-20.5,8447
-168.5,-20.5,8447
-167.5,-20.5,8447
-166.5,-20.5,8447
-165.5,-20.5,8446
-164.5,-20.5,8446
-163.5,-20.5,8446
-162.5,-20.5,8446
-161.5,-20.5,8446
-160.5,-20.5,8446
-159.5,-20.5,8446
-158.5,-20.5,8446
-157.5,-20.5,8446
-156.5,-20.5,8446
-155.5,-20.5,8440
-154.5,-20.5,8440
-153.5,-20.5,8440
-152.5,-20.5,8440
-151.5,-20.5,8440
-150.5,-20.5,8440
-149.5,-20.5,8440
-148.5,-20.5,8440
-147.5,-20.5,8440
-146.5,-20.5,8440
-145.5,-20.5,8440
-144.5,-20.5,8440
-143.5,-20.5,8440
-142.5,-20.5,8440
-141.5,-20.5,8440
-140.5,-20.5,8440
-139.5,-20.5,8440
-138.5,-20.5,8440
-137.5,-20.5,8440
-136.5,-20.5,8440
-135.5,-20.5,8440
-134.5,-20.5,8440
-133.5,-20.5,8440
-132.5,-20.5,8440
-131.5,-20.5,8439
-130.5,-20.5,8439
-129.5,-20.5,8439
-128.5,-20.5,8439
-127.5,-20.5,8439
148.5,-20.5,9999
149.5,-20.5,9999
150.5,-20.5,9999
151.5,-20.5,9999
152.5,-20.5,9999
156.5,-20.5,8312
157.5,-20.5,8312
158.5,-20.5,8312
159.5,-20.5,8312
160.5,-20.5,8312
161.5,-20.5,8312
162.5,-20.5,8312
163.5,-20.5,8312
164.5,-20.5,8312
165.5,-20.5,8312
166.5,-20.5,8312
167.5,-20.5,8312
168.5,-20.5,8312
169.5,-20.5,8313
170.5,-20.5,8313
171.5,-20.5,8313
172.5,-20.5,8325
173.5,-20.5,8325
174.5,-20.5,8325
175.5,-20.5,8325
176.5,-20.5,8325
177.5,-20.5,8325
178.5,-20.5,8325
179.5,-20.5,8325
-179.5,-21.5,8325
-178.5,-21.5,8325
-177.5,-21.5,8325
-176.5,-21.5,8448
-175.5,-21.5,8448
-174.5,-21.5,8448
-173.5,-21.5,8448
-172.5,-21.5,8448
-171.5,-21.5,8447
-170.5,-21.5,8447
-169.5,-21.5,8447
-168.5,-21.5,8447
-167.5,-21.5,8447
-166.5,-21.5,8447
-164.5,-21.5,8446
-163.5,-21.5,8446
-162.5,-21.5,8446
-161.5,-21.5,8446
-160.5,-21.5,8446
-159.5,-21.5,8446
-158.5,-21.5,8446
-157.5,-21.5,8446
-156.5,-21.5,8446
-155.5,-21.5,8440
-154.5,-21.5,8440
-153.5,-21.5,8440
-152.5,-21.5,8440
-151.5,-21.5,8440
-150.5,-21.5,8440
-149.5,-21.5,8440
-148.5,-21.5,8440
-147.5,-21.5,8440
-146.5,-21.5,8440
-145.5,-21.5,8440
-144.5,-21.5,8440
-143.5,-21.5,8440
-142.5,-21.5,8440
-141.5,-21.5,8440
