year,mem,esm,scenario,mask,mean_annual_bio
2097,macroecological,gfdl,ssp585,8439,1.5958809813727504
2097,macroecological,gfdl,ssp585,8440,2.010161961641228
2097,macroecological,gfdl,ssp585,8441,6.414639476530566
2097,macroecological,gfdl,ssp585,8444,1.250271102961372
2097,macroecological,gfdl,ssp585,8445,1.201898980140686
2097,macroecological,gfdl,ssp585,8446,1.6434653241147277
2097,macroecological,gfdl,ssp585,8447,1.306555820233894
2097,macroecological,gfdl,ssp585,8448,1.324824492747967
2097,macroecological,gfdl,ssp585,8449,1.9650437346211187
2097,macroecological,gfdl,ssp585,8450,5.775430901845296
2097,macroecological,gfdl,ssp585,8454,1.211613348552159
2097,macroecological,gfdl,ssp585,8488,4.497975733405665
2097,macroecological,gfdl,ssp585,9999,1.8672893333668803
2097,macroecological,gfdl,ssp585,48957,1.114753532409668
2097,macroecological,gfdl,ssp585,48980,1.2405658602714538
2098,macroecological,gfdl,ssp585,8312,1.8374207887649536
2098,macroecological,gfdl,ssp585,8313,1.3985528534108942
2098,macroecological,gfdl,ssp585,8314,1.4287370905584218
