year,mask,name,min_historical,min_ssp126,min_ssp245,min_ssp585,mean_historical,mean_ssp126,mean_ssp245,mean_ssp585,median_historical,median_ssp126,median_ssp245,median_ssp585,sd_historical,sd_ssp126,sd_ssp245,sd_ssp585,max_historical,max_ssp126,max_ssp245,max_ssp585
2066,8316,Micronesia (FSM),NA,0.5887106068540311,0.5853933615852958,0.5820761163165604,NA,5.106742123633191,4.295915414997633,3.485088706362075,NA,3.2056674512400143,2.739602346027243,2.2981936052657557,NA,4.384126803205872,3.5330207739577615,2.8411430981004715,NA,14.12912126382192,10.41662259551062,9.05419941915982
2067,8316,Micronesia (FSM),NA,0.588599371197431,0.5851058342318605,0.5816122972662898,NA,4.818351732075646,4.058667513274628,3.29898329447361,NA,3.7741313691156497,3.0418400623012283,2.309548755486806,NA,3.7442696474941024,3.223114856823565,2.7375145466627036,NA,11.312203117038893,10.230465164219122,9.148727211399354
2068,8316,Micronesia (FSM),NA,0.5885367341663527,0.5849466780065626,0.5813566218467726,NA,4.537581059682196,4.3177116288817015,4.0978421980812065,NA,3.502797984558603,3.1275609282479766,2.7523238719373504,NA,3.4715336759229727,3.3956068634527004,3.3484908360064147,NA,10.804822425911391,10.206402801949045,9.607983177986698
2069,8316,Micronesia (FSM),NA,0.5883602671649145,0.5848564161662606,0.5813525651676067,NA,4.749605302674615,4.235140556761104,3.7206758108475935,NA,3.605974077746488,2.903070225339869,2.2605082332224082,NA,3.674229623441887,3.3529062213361454,3.068219986010512,NA,11.00544814268748,9.886529656424038,8.767611170160597
2070,8316,Micronesia (FSM),NA,0.5877951210823612,0.5846863733469576,0.581577625611554,NA,4.701479681181735,4.0734357542317845,3.4453918272818345,NA,2.7737186382646146,2.572882713507051,2.3730354574711425,NA,4.1707121334087525,3.3974722589916952,2.842332160201405,NA,13.702854451062024,10.144211354031079,8.848346311113108
2071,8316,Micronesia (FSM),NA,0.58738515580046,0.5846163544101992,0.5818475530199383,NA,4.253351696785809,3.8594812309936337,3.465610765201458,NA,2.8399047672316646,2.4321190398456394,2.086019851591276,NA,3.3975472808984657,3.118169212201718,2.842929730944909,NA,9.866998643114949,9.127588556296583,8.38817846947822
2072,8316,Micronesia (FSM),NA,0.5871229835826418,0.5844594746612121,0.5817959657397823,NA,5.185482415783665,4.312456312494866,3.4394302092060665,NA,3.9398433702147524,3.1724715103273806,2.23649476295796,NA,4.152926392971412,3.474047989489213,2.814116849944398,NA,11.821319436681444,10.208596089611884,8.595872742542323
2073,8316,Micronesia (FSM),NA,0.5866632642953292,0.5839976035598395,0.5813319428243499,NA,5.262088450595089,4.1379164294920106,3.0137444083889324,NA,3.674343957849171,3.022923435745896,2.055422857619714,NA,4.277958424163304,3.298546274851652,2.664056780570308,NA,13.034169649732286,9.915009568566862,8.801906176235365
2074,8316,Micronesia (FSM),NA,0.5862296139416487,0.5835275973962701,0.5808255808508914,NA,5.138063429350006,4.100510587775405,3.0629577462008033,NA,3.7532356828451157,3.0841651304044584,2.0498208181149717,NA,4.043320230325226,3.263397818888382,2.658505499243825,NA,11.6273126386214,9.996900749379309,8.843144878097203
2075,8316,Micronesia (FSM),NA,0.5857942336495372,0.5830076475074326,0.580221061365328,NA,4.929217945190444,4.21520660445634,3.5011952637222366,NA,3.563845663830854,3.2197298382719355,2.6438184086827268,NA,3.806085028155882,3.2819981400942853,2.942279992270433,NA,10.85793845895408,10.170048785382424,9.482159111810768
2076,8316,Micronesia (FSM),NA,0.5853098238939825,0.5823270646666271,0.5793443054392717,NA,4.765692081572353,4.222369927902153,3.679047774231952,NA,3.044530434452969,2.70320600076862,2.361881567084271,NA,3.7912755993775855,3.3451872292099663,2.948944038482462,NA,11.827395648196124,9.780692930238834,8.790013363395913
2077,8316,Micronesia (FSM),NA,0.5849650416901147,0.5815806344043517,0.5781962271185889,NA,4.605640618038782,3.9997099285594366,3.3937792390800903,NA,2.7952746489773626,2.5322884100934733,2.395890642767367,NA,3.9221490513887214,3.251809521368054,2.759665303796483,NA,12.75146656796552,9.603757851365684,8.77734450844751
2078,8316,Micronesia (FSM),NA,0.5850811098580775,0.581025160741115,0.5769692116241524,NA,5.405214049127223,4.240264994845442,3.0753159405636614,NA,3.870734428581984,3.024416465582191,2.155268709080807,NA,4.305837655226342,3.398836859971186,2.608359490306434,NA,12.324906720631365,9.967373301153598,8.590941173442896
2079,8316,Micronesia (FSM),NA,0.5850741112793701,0.5804879830043386,0.5759018547293069,NA,4.741331865962433,3.9352700726763494,3.129208279390266,NA,3.5393743534450945,2.834839851204036,2.130305348962977,NA,3.6104974224530246,3.0581326931501684,2.5505773686376503,NA,10.700337943823442,9.61353155322697,8.526725162630497
2080,8316,Micronesia (FSM),NA,0.5848457422377407,0.5800679142492404,0.5752900862607403,NA,4.229703125919121,3.732887730790653,3.236072335662185,NA,2.6094642951004747,2.259125048159689,1.9860079400781272,NA,3.403121404988608,3.0180313052166583,2.657934740659872,NA,10.347641652908878,8.787304886873219,8.148618010507114
2081,8316,Micronesia (FSM),NA,0.5850254338288653,0.5803880577610023,0.5757506816931393,NA,4.3626360675347025,3.7204587976731682,3.0782815278116344,NA,2.8071920830702437,2.4281353774494017,1.986005052060321,NA,3.5298546470214647,3.0342733063505607,2.6825092886663517,NA,10.623369056245554,9.070063823375149,8.712458864502285
2082,8316,Micronesia (FSM),NA,0.5853179865989132,0.5811176001485707,0.5769172136982282,NA,3.867917979951354,3.556095228554762,3.24427247715817,NA,2.8490088562602582,2.605033343036969,2.3610578298136806,NA,3.0354805854227638,2.8853572530466454,2.760877438530908,NA,9.6099472961564,9.312327159487683,9.014707022818966
2083,8316,Micronesia (FSM),NA,0.5856541364953137,0.5818076091616049,0.5779610818278962,NA,3.778630694606598,3.647933255767693,3.5172358169287876,NA,2.560756431109663,2.677798831484456,2.46356948065585,NA,2.9217304827646293,2.916537624316263,2.9956825242229863,NA,9.171572795812637,9.460082454957824,9.748592114103014
2084,8316,Micronesia (FSM),NA,0.5859798874328102,0.5823777389807114,0.5787755905286126,NA,5.072485438237588,4.0606513234530235,3.04881720866846,NA,3.185009557483853,2.554145742693673,2.152607917353727,NA,4.396859744769848,3.302770769009831,2.6102196980094026,NA,14.404135539911795,9.526442221109418,8.932077326636383
2085,8316,Micronesia (FSM),NA,0.5863795965046122,0.5826649808365365,0.5789503651684609,NA,4.863938050976266,3.917540291227076,2.9711425314778865,NA,3.246928142896597,2.891468246453914,1.9084019263585406,NA,3.9116125033326,3.141777275578794,2.804044299385288,NA,11.756774346033732,9.563971485780632,9.100718182066212
2086,8316,Micronesia (FSM),NA,0.5867419646701951,0.5822703232043895,0.577798681738584,NA,5.683355678477581,4.295056819224703,2.9067579599718254,NA,3.694162294268608,3.1054506899006125,1.9242035547892251,NA,4.890935203246,3.4680203769201148,2.77791750828476,NA,15.894223847251007,9.910098140654357,9.120126967844756
2087,8316,Micronesia (FSM),NA,0.5867725820213124,0.5813795971157758,0.5759866122102392,NA,4.983416249235903,3.9448069393526817,2.9061976294694603,NA,3.3578190810006596,2.760700379916723,2.099592383357062,NA,3.9257949631728835,3.113569900501742,2.5605441530590154,NA,11.898777592009392,9.59904525504596,8.811746149823286
2088,8316,Micronesia (FSM),NA,0.5868188282069953,0.5805714330703452,0.5743240379336951,NA,4.242737378892691,3.6943376461772814,3.145937913461872,NA,2.612722095587979,2.357204951777838,2.1160585992578147,NA,3.330134464435955,2.934270182259186,2.6303365123830327,NA,9.877409885758938,9.059846849545188,8.697644758915557
2089,8316,Micronesia (FSM),NA,0.5868007582814797,0.5798461388634599,0.57289151944544,NA,4.841671141301808,3.980496234252401,3.119321327202994,NA,3.3250563181396844,2.7079956080170646,2.0967424265716383,NA,3.802105584031166,3.1367760474965927,2.5745627615335382,NA,11.06944676067518,9.43426416663156,8.594193104384601
2090,8316,Micronesia (FSM),NA,0.5865473077780958,0.5793741722793683,0.5722010367806407,NA,5.422108894176242,4.271381368698633,3.1206538432210253,NA,3.6743858171545942,2.9233468438404193,2.1723078705262444,NA,4.405099315136792,3.4150632800972853,2.6448261179133,NA,13.714703125366269,9.88224748165711,8.933181735052578
2091,8316,Micronesia (FSM),NA,0.5863090214737947,0.5793854871737785,0.5724619528737621,NA,5.025831038537233,3.966569752229945,2.9073084659226565,NA,3.8758296556230905,2.9679024646031684,2.042332216017488,NA,3.7748478929408718,3.1044578572322488,2.527499928738677,NA,11.192761346913766,9.937350182429604,8.681939017945442
2092,8316,Micronesia (FSM),NA,0.5861198084725849,0.5799191850035086,0.5737185615344323,NA,5.166308606891096,3.9961992464635685,2.82608988603604,NA,3.9976407047631084,3.022919967878556,1.854986553714759,NA,3.9524244538575393,3.1782234770346314,2.545743132740849,NA,11.463489796804344,10.077752857104592,8.692015917404838
2093,8316,Micronesia (FSM),NA,0.5857968586294547,0.5804028262154779,0.5750087938015012,NA,5.216694790438034,4.0883553230190195,2.9600158556000045,NA,3.1771387444890067,2.729291882203973,1.8919928548992542,NA,4.566280205369006,3.295867134280313,2.735907849580148,NA,15.356785982415296,9.476573894853178,8.991525565368542
2094,8316,Micronesia (FSM),NA,0.585665923529777,0.5804865941189338,0.5753072647080906,NA,5.241980103986419,4.0357944247029405,2.8296087454194607,NA,3.2130020226257434,2.666952729333138,1.83265032414077,NA,4.572858179605134,3.268878174809149,2.603425629888008,NA,15.093330023081409,9.35931370396545,8.816278606221296
2095,8316,Micronesia (FSM),NA,0.5855522028345993,0.5801757244204266,0.5747992460062539,NA,5.768410696456398,4.214850504194265,2.661290311932132,NA,3.62140887176645,2.770618887051292,1.7165160795700722,NA,5.085062571566464,3.4719905377392797,2.494172322720399,NA,16.793845356374547,9.929605281871298,8.469152590502864
2096,8316,Micronesia (FSM),NA,0.585760349596756,0.5800675103521865,0.574374671107617,NA,5.851275955604902,4.399592348425717,2.9479087412465312,NA,4.172171078514362,3.163210060501444,2.1542490424885266,NA,4.720349430450563,3.496045065906308,2.534991193985051,NA,14.258028648901677,10.36592301423999,8.87782705348471
2097,8316,Micronesia (FSM),NA,0.5861271499939587,0.5799960222473179,0.5738648945006771,NA,6.2308588570334775,4.715766045305392,3.200673233577307,NA,4.259214152028595,3.341778608875862,2.2319684516692506,NA,5.37594275432949,3.8516916060104176,2.764013444038398,NA,17.691925557627194,11.159699846221052,9.158631307491358
2098,8316,Micronesia (FSM),NA,0.586237790359967,0.5797187341512113,0.5731996779424556,NA,4.81910179398846,3.850011150015221,2.8809205060419827,NA,3.5518514628427615,2.8709582203756208,1.8245470983826593,NA,3.6097610184825397,3.0378603618763815,2.5940770920269682,NA,10.8604042875594,9.790226090645444,8.72004789373149
2099,8316,Micronesia (FSM),NA,0.5860692961276441,0.5798703177791575,0.5736713394306708,NA,4.638943674307371,3.7767842349420855,2.9146247955768003,NA,2.8085280471089957,2.433442810739296,1.9943121125300725,NA,3.928207203428415,3.078616903736911,2.6356799776447724,NA,12.685953158399332,9.348725778469142,9.142733237017756
2100,8316,Micronesia (FSM),NA,0.5855601668573808,0.5801676192685314,0.574775071679682,NA,4.44509148273779,3.6636667172006074,2.882241951663425,NA,3.159704344428104,2.7044935582772545,1.7434472851995109,NA,3.452984381301287,2.9892729996976533,2.7366393788187007,NA,10.229684788247813,9.59119322680045,8.952701665353084
1985,8317,Nauru,0.5820215113701359,NA,NA,NA,11.816805377121895,NA,NA,NA,9.921207412596672,NA,NA,NA,10.215744949737614,NA,NA,NA,33.78632810038905,NA,NA,NA
1986,8317,Nauru,0.5820957210756117,NA,NA,NA,9.5268043477689055,NA,NA,NA,8.32081547091084,NA,NA,NA,7.062760663167001,NA,NA,NA,23.064167668742517,NA,NA,NA
1987,8317,Nauru,0.5814174202180677,NA,NA,NA,10.76037074769697,NA,NA,NA,7.969041462867491,NA,NA,NA,10.236710636778765,NA,NA,NA,36.37993720269972,NA,NA,NA
1988,8317,Nauru,0.5802715439950267,NA,NA,NA,10.302087536934884,NA,NA,NA,6.816819694734389,NA,NA,NA,11.146760486757474,NA,NA,NA,39.65464585827243,NA,NA,NA
1989,8317,Nauru,0.5792644812214759,NA,NA,NA,7.626239738348992,NA,NA,NA,5.8308045864105225,NA,NA,NA,5.884510921527346,NA,NA,NA,19.92593051541236,NA,NA,NA
1990,8317,Nauru,0.5794499055031808,NA,NA,NA,8.899459944425091,NA,NA,NA,7.545863851424187,NA,NA,NA,6.950377578305705,NA,NA,NA,19.167613490935295,NA,NA,NA
1991,8317,Nauru,0.5794501016216893,NA,NA,NA,9.145190381042418,NA,NA,NA,7.984819942905057,NA,NA,NA,6.916345175444823,NA,NA,NA,22.66564962940831,NA,NA,NA
1992,8317,Nauru,0.5791249044479863,NA,NA,NA,13.070735369959186,NA,NA,NA,7.55929361620257,NA,NA,NA,16.802197649585207,NA,NA,NA,58.828698373609974,NA,NA,NA
1993,8317,Nauru,0.5788882086353917,NA,NA,NA,9.357499421411944,NA,NA,NA,7.1975484125075795,NA,NA,NA,7.748632509102587,NA,NA,NA,27.141616882816436,NA,NA,NA
1994,8317,Nauru,0.578581287014869,NA,NA,NA,8.449187464867869,NA,NA,NA,7.21456076252845,NA,NA,NA,6.354887605925522,NA,NA,NA,21.113951559989683,NA,NA,NA
1995,8317,Nauru,0.5783212050314872,NA,NA,NA,8.913423373814553,NA,NA,NA,7.285262607759044,NA,NA,NA,6.861824304932539,NA,NA,NA,23.201663540255637,NA,NA,NA
1996,8317,Nauru,0.5778676175302074,NA,NA,NA,8.796531702433862,NA,NA,NA,6.4215687859442925,NA,NA,NA,7.731760543440537,NA,NA,NA,27.59080437690981,NA,NA,NA
1997,8317,Nauru,0.5777623288093074,NA,NA,NA,9.698543237678466,NA,NA,NA,7.4591933373482,NA,NA,NA,8.304372358016332,NA,NA,NA,28.45439701695596,NA,NA,NA
1998,8317,Nauru,0.5777180290991261,NA,NA,NA,8.946274489933444,NA,NA,NA,7.793378783810523,NA,NA,NA,6.889125764045054,NA,NA,NA,22.42069416661416,NA,NA,NA
1999,8317,Nauru,0.5774194636652547,NA,NA,NA,9.069252272767406,NA,NA,NA,7.4891872944370395,NA,NA,NA,7.271170894845838,NA,NA,NA,24.748725460421653,NA,NA,NA
2000,8317,Nauru,0.5770405742429918,NA,NA,NA,8.153322546135994,NA,NA,NA,6.8233774400526475,NA,NA,NA,6.135846186637775,NA,NA,NA,19.95444217804939,NA,NA,NA
2001,8317,Nauru,0.5769121243107703,NA,NA,NA,8.115968528293795,NA,NA,NA,7.050209260755969,NA,NA,NA,6.029026865395157,NA,NA,NA,18.931851879242927,NA,NA,NA
2002,8317,Nauru,0.5767505534233586,NA,NA,NA,9.397769477482765,NA,NA,NA,7.094451350550498,NA,NA,NA,8.359101869725693,NA,NA,NA,29.379022167574973,NA,NA,NA
2003,8317,Nauru,0.576770426765565,NA,NA,NA,9.14554703793218,NA,NA,NA,7.594155565384895,NA,NA,NA,7.018701030627181,NA,NA,NA,23.26846565738801,NA,NA,NA
2004,8317,Nauru,0.5768481031540902,NA,NA,NA,8.393355786415839,NA,NA,NA,7.99810185740071,NA,NA,NA,5.847703799798776,NA,NA,NA,16.420787565169796,NA,NA,NA
2005,8317,Nauru,0.5760877113188466,NA,NA,NA,8.195801952000586,NA,NA,NA,6.048048703901229,NA,NA,NA,7.082730085207319,NA,NA,NA,25.186283234627016,NA,NA,NA
2006,8317,Nauru,0.5757196103372881,NA,NA,NA,9.118343100240153,NA,NA,NA,6.10918301920737,NA,NA,NA,8.321166104970912,NA,NA,NA,29.108292487359815,NA,NA,NA
2007,8317,Nauru,0.5762981349422086,NA,NA,NA,10.756615056337848,NA,NA,NA,8.57582099206986,NA,NA,NA,9.158898508001116,NA,NA,NA,29.66399343552128,NA,NA,NA
2008,8317,Nauru,0.5764874258349019,NA,NA,NA,9.66405308400431,NA,NA,NA,8.689027517072615,NA,NA,NA,7.249949186827911,NA,NA,NA,22.644000699443204,NA,NA,NA
2009,8317,Nauru,0.575531828788019,NA,NA,NA,7.68179430653972,NA,NA,NA,5.989663139466316,NA,NA,NA,5.909523393043322,NA,NA,NA,20.414274154170865,NA,NA,NA
2010,8317,Nauru,0.5750481813184677,NA,NA,NA,9.378824472042822,NA,NA,NA,6.2048629176232115,NA,NA,NA,8.764610894448658,NA,NA,NA,30.681800227011404,NA,NA,NA
2011,8317,Nauru,0.5754882577926882,NA,NA,NA,10.23062377533605,NA,NA,NA,8.1625427123039,NA,NA,NA,8.225231481697802,NA,NA,NA,26.582046324206935,NA,NA,NA
2012,8317,Nauru,0.5753449951448748,NA,NA,NA,8.476822762143227,NA,NA,NA,7.386517240155128,NA,NA,NA,6.306622093958338,NA,NA,NA,20.07428784524241,NA,NA,NA
2013,8317,Nauru,0.5750938211717913,NA,NA,NA,10.60677458759277,NA,NA,NA,7.591308770641204,NA,NA,NA,10.679937607648537,NA,NA,NA,37.441344661097375,NA,NA,NA
2014,8317,Nauru,0.575195400945602,NA,NA,NA,13.251447831430742,NA,NA,NA,7.913775328666933,NA,NA,NA,16.391693578430967,NA,NA,NA,57.49958272134104,NA,NA,NA
2015,8317,Nauru,NA,0.5754302682415131,0.5753348758143764,0.5752394833872395,NA,12.61934476110243,12.120800666270718,11.622256571439005,NA,8.4635383313702,8.269079177610337,8.074620023850471,NA,14.311623353867631,13.355931162559852,12.405778339991684,NA,50.3802234280494,47.14854246570218,43.916861503354966
2016,8317,Nauru,NA,0.5752102040475414,0.5747718080397575,0.5743334120319735,NA,9.96226962093384,9.13300229983945,8.30373497874506,NA,7.456148116819319,6.736896495665274,6.147006696270358,NA,9.426687334964665,8.280602529946314,7.162481584430055,NA,33.489803806427986,29.48035498588316,25.47090616533833
2017,8317,Nauru,NA,0.574709786522773,0.5742701013242044,0.5738304161256359,NA,10.027898222977115,9.681646382904821,9.335394542832528,NA,6.568719079417567,6.021270382788874,5.47382168616018,NA,10.427239037303565,10.293024402845191,10.162498607354765,NA,37.14203773006316,36.51357546160298,35.8851131931428
2018,8317,Nauru,NA,0.5744017343367299,0.5741725938935434,0.5739434534503568,NA,10.977894822051448,10.0819813642771,9.186067906502755,NA,6.383952594572498,6.6533459290381405,6.964572510411663,NA,12.949070327191322,10.093495697292612,7.5711245951988335,NA,45.70770060631536,35.69626971214048,25.6848388179656
2019,8317,Nauru,NA,0.5744635232033268,0.5741772478626621,0.5738909725219973,NA,9.858562698095076,9.382807389766938,8.907052081438803,NA,7.4940714836120605,7.337235177716901,7.180398871821742,NA,8.60049942009451,7.792713288787349,7.020766309758686,NA,29.81368372517247,26.669742184300574,23.52580064342868
2020,8317,Nauru,NA,0.5743407376350895,0.5740522578839333,0.573763778132777,NA,9.021419741838208,9.088149713027862,9.154879684217514,NA,7.431113120048277,7.482262826734973,7.53341253342167,NA,7.539734564925679,7.259946900588261,7.006487744401621,NA,25.79506984833748,24.55720006265948,23.31933027698148
2021,8317,Nauru,NA,0.5740216105215011,0.5737972557544708,0.5735729009874405,NA,8.889670527173626,8.414824841772356,7.939979156371086,NA,6.843374775302026,7.030906186949823,7.218437598597619,NA,7.554128797350541,6.389375482583509,5.534702817763554,NA,26.42709122934649,21.11714093915878,15.807190648971066
2022,8317,Nauru,NA,0.573978848995701,0.5739024704502476,0.57382609190479406,NA,10.675682174198089,10.590032993978069,10.50438381375805,NA,7.273231614020563,8.02140918470198,8.617782131318123,NA,10.784413995234928,9.767295701624745,8.978033374449874,NA,38.21853465418662,33.85209114320816,29.48564763222971
2023,8317,Nauru,NA,0.5736789453414178,0.5740085782543305,0.5743382111672433,NA,11.105755317403425,11.44273053849897,11.779705759594517,NA,6.897410292779245,7.806532040719063,8.71565378865888,NA,12.727680787160157,12.139921660617862,11.655053371358694,NA,45.18379617506458,43.00783726476854,40.8318783544725
2024,8317,Nauru,NA,0.5732438179754442,0.5738309631424565,0.5744181083094689,NA,10.017857760767782,10.05587950377695,10.093901246786118,NA,6.2916784248044415,7.093072735494182,7.894467046183925,NA,10.792092014431729,9.791128613059733,8.873261844162325,NA,38.356812077183875,34.875919034404134,31.3950259916244
2025,8317,Nauru,NA,0.573185182386829,0.5737626091126473,0.5743400358384655,NA,9.507149937075953,9.311347215983174,9.115544494890397,NA,7.2260538839524795,7.39913925816936,7.572224632386238,NA,8.293696784604569,7.915844742350643,7.551740589558246,NA,28.69686077487084,27.26946963033368,25.842078485796527
2026,8317,Nauru,NA,0.5736409964100007,0.5739745699590252,0.5743081435080497,NA,12.047146790642893,11.473152417232914,10.899158043822935,NA,8.541031783626925,8.16365671157837,7.786281639529813,NA,12.496979419071712,11.900410403824985,11.318267180256349,NA,43.61669675765499,41.740988331456336,39.86527990525769
2027,8317,Nauru,NA,0.5740298340397496,0.5740709727810275,0.5741121115223053,NA,11.017053394548356,10.215178018808366,9.413302643068375,NA,8.610660291487171,8.153216461981497,7.695772632475822,NA,9.714435680078909,8.695485054057086,7.691157997464112,NA,33.7598618538149,30.1181911653088,26.476520476802705
2028,8317,Nauru,NA,0.5738365265630907,0.57372837105105,0.5736202155390093,NA,8.764404074607357,8.479136287396953,8.193868500186552,NA,7.756660369134719,7.447822936119572,7.132557945866738,NA,6.65748713944023,6.493542890896918,6.330368707537722,NA,21.940697577691846,21.312559650790305,20.684421723888768
2029,8317,Nauru,NA,0.5735523469986454,0.5731009792897009,0.5726496115807564,NA,9.18403905399384,10.147772693922443,11.111506333851045,NA,7.943738383631552,6.942559401835165,6.796514949490947,NA,7.006793727992127,10.382802316008151,14.424081592042928,NA,23.315817248436712,36.944934075878514,50.57405090332031
2030,8317,Nauru,NA,0.5732014659912356,0.5726032949263049,0.5720051238613744,NA,8.498822456213736,10.284188612238053,12.069554768262371,NA,7.672328133736887,6.365107895866517,6.637098766142322,NA,6.1812960323439565,11.218724283779784,17.32730577173653,NA,19.705103505042292,39.836172673010054,59.96724184097782
2031,8317,Nauru,NA,0.5729020391741106,0.572560929482983,0.5722198197918553,NA,8.573265128943227,8.996038736451057,9.418812343958885,NA,7.19671513957362,7.206082880496979,7.215450621420337,NA,6.614889274197037,7.366533139703108,8.161564832669216,NA,21.819458838432062,24.49688583804715,27.174312837662235
2032,8317,Nauru,NA,0.5725452361568328,0.57248461342627,0.5724239906957073,NA,9.982580700228292,9.06156362285537,8.14054654548245,NA,7.190754321313673,7.264626472227034,7.145849066395913,NA,9.786716970995375,7.757683366748074,6.1330318274391,NA,34.505238994475334,26.50636577606201,18.50749255764869
2033,8317,Nauru,NA,0.5721161865418957,0.5723491503346351,0.5725821141273745,NA,7.680582711004441,8.717566672832735,9.75455063466103,NA,6.294065429318335,7.094744978412505,7.895424527506675,NA,5.827952560660842,7.017247956498371,8.249801059449691,NA,19.16172876665669,23.665726938555316,28.169725110453943
2034,8317,Nauru,NA,0.5720641209233192,0.5722899773428517,0.5725158337623842,NA,9.862931386309286,10.917211724769684,11.971492063230084,NA,7.277193515531478,7.3524553314332035,7.4277171473349295,NA,9.752396371545283,12.121509592810304,14.622748347513335,NA,33.89913626640074,42.678104831326394,51.45707339625205
2035,8317,Nauru,NA,0.5722158762716478,0.5723543234409825,0.5724927706103171,NA,11.429288435751392,11.355938937490986,11.28258943923058,NA,7.8933746353272465,8.078736355227809,8.26409807512837,NA,11.70266660523092,11.59546926442701,11.499027958339587,NA,41.314451340706114,40.8538604551746,40.39326956964308
2036,8317,Nauru,NA,0.5722976403851663,0.5723545926232492,0.57241154486133206,NA,8.495690640518742,8.583970833113117,8.67225102570749,NA,7.935132795764554,7.908097382514708,7.881061969264861,NA,6.057986910595376,6.2053861531378836,6.372789013919485,NA,17.613318474062027,18.74137641537574,19.869434356689453
2037,8317,Nauru,NA,0.5717650267385668,0.5720280947223786,0.5722911627061905,NA,8.175228926827831,8.66257688306993,9.14992483931203,NA,6.543123452894149,7.135948419570923,7.728773386247697,NA,6.628115335658048,6.783895696971491,6.977783789597664,NA,23.14004079757198,23.238549124810003,23.337057452048025
2038,8317,Nauru,NA,0.5712425997180324,0.5714606786927869,0.5716787576675415,NA,8.366562584330959,8.237902563906484,8.109242543482011,NA,5.3516433892711515,5.728538918879725,6.358059448580589,NA,8.482067340305747,7.290473086305715,6.226510872519112,NA,30.096594533612652,25.846721956806796,21.596849380000943
2039,8317,Nauru,NA,0.5712633728981018,0.5713444986651021,0.5714256244321023,NA,9.438864435111322,8.738099908636462,8.037335382161602,NA,6.2543791647880305,6.449774276825689,6.645169388863348,NA,9.293082029508174,7.575187266025424,6.092091502632851,NA,32.614903726885395,26.073662219509004,19.53242071213261
2040,8317,Nauru,NA,0.5713784194761707,0.5714373857744279,0.571496352072685,NA,9.879837349922427,9.000492553364847,8.121147756807266,NA,7.086079935873709,7.354571269404504,7.623062602935299,NA,9.39649046327708,7.373592295016089,5.857637995454491,NA,32.83653997605847,24.55573660327542,16.274933230492376
2041,8317,Nauru,NA,0.5708101814793002,0.5710462677863336,0.571282354093367,NA,8.551425803669037,8.667371351295902,8.783316898922767,NA,5.850600527178857,6.569716568916075,7.288832610653293,NA,8.239017437716777,7.546680126762198,7.005433111937294,NA,29.506914323376073,26.632546963230258,23.758179603084443
2042,8317,Nauru,NA,0.5707622035857169,0.5707790236319266,0.5707958436781361,NA,8.212033838995042,8.426230073167432,8.640426307339823,NA,6.416289779447741,6.709358759464756,7.002427739481772,NA,6.478677240352461,6.636869096436867,6.820972301860087,NA,21.267902712668143,22.3220318055922,23.376160898516257
2043,8317,Nauru,NA,0.5711350152569432,0.5703672632094352,0.5695995111619273,NA,9.751241844507955,8.524176561832428,7.2971112791569,NA,7.289657669682656,6.344405064659734,5.555989707669903,NA,8.797211358903967,7.1566384845027,5.59214381535041,NA,30.3000306775493,24.86056015568395,19.421089633818596
2044,8317,Nauru,NA,0.5707942920346414,0.569592224974786,0.5683901579149307,NA,8.41322314335454,7.245198098594143,6.077173053833746,NA,5.932527061431639,5.200009432531172,4.467491803630706,NA,7.040798566123114,5.7450512347337614,4.541821462713971,NA,25.00020980834961,19.953810445723995,14.90741108309838
2045,8317,Nauru,NA,0.5705807247469502,0.5693940193422379,0.5682073139375255,NA,7.954108829267564,8.820319263588997,9.686529697910432,NA,6.558190787992169,6.104337844156449,5.935724604514338,NA,5.9101875175025675,8.16141926115737,10.816396601298184,NA,18.85468452207504,28.347798993510587,37.840913464946134
2046,8317,Nauru,NA,0.5707146256200729,0.5695166962762033,0.5683187669323336,NA,8.309550202085127,9.470982576281793,10.632414950478461,NA,7.229866819996987,7.01643887450618,6.803010929015374,NA,6.357291378438266,8.572020857162956,11.188827453270514,NA,19.987969921481227,29.678270124620006,39.36857032775879
2047,8317,Nauru,NA,0.5705279880954374,0.5692142699995348,0.5679005519036324,NA,9.375692787478048,9.019333898925012,8.662975010371976,NA,6.520425842654321,6.079234913472206,5.64731478306555,NA,8.9944965312172709,8.55565878510669,8.12411847563953,NA,31.91098330097814,30.471800142718898,29.03261698445966
2048,8317,Nauru,NA,0.5703125326864181,0.5689767426060093,0.5676409525256003,NA,8.143902361200702,7.680293137988737,7.216683914776771,NA,6.5469235989355266,6.047247555948073,5.5475715129606185,NA,6.217427205625629,5.747467529020395,5.296761987286725,NA,20.887525619999053,18.920267366593883,16.953009113188713
2049,8317,Nauru,NA,0.5702599460078824,0.5690889531566251,0.5679179603053678,NA,8.07157056735408,9.34560859414839,10.619646620942701,NA,7.302699965815391,7.433131023760765,7.56356208170614,NA,5.954640542369073,8.04910854808081,10.48808185225458,NA,17.93073546501898,27.119895058293494,36.30905465156801
2050,8317,Nauru,NA,0.5696595234255637,0.5688487002926488,0.568037877159734,NA,8.513820930642467,9.92067799106721,11.327535051491953,NA,5.953596726540597,6.657940524239694,7.546076766906246,NA,8.061478408213095,9.857641684097263,11.682395254053429,NA,28.82698686661259,35.161176527700114,41.49536618878764
