mask,scenario,year,stat,bio_corr_nash,bio_corr_reefmod_low,bio_corr_reefmod_mean,bio_corr_reefmod_upper,biomass_units
8312,SSP1-2.6,2031,max,274.9414053210286,374.2799478379048,155.0417743541512,91.23214691096456,g/m2
8312,SSP1-2.6,2032,lower,29.53088045469279,40.20062523243551,16.652712233684472,9.79905380532586,g/m2
8312,SSP1-2.6,2032,mean,130.04850535790902,177.0360769958313,73.3354475992904,43.15321052684191,g/m2
8312,SSP1-2.6,2032,max,270.11462445125363,367.70921219314096,152.31991196461846,89.63050535063222,g/m2
8312,SSP1-2.6,2033,lower,28.294152963576515,38.51705814538935,15.955311184208714,9.388677987152507,g/m2
8312,SSP1-2.6,2033,mean,143.2138355180785,194.95814689964783,80.75948817116267,47.52178256458755,g/m2
8312,SSP1-2.6,2033,max,294.98066469104293,401.5595528976145,166.34208150811497,97.88165338561646,g/m2
8312,SSP1-2.6,2034,lower,32.65801498963969,44.457618642560185,18.41612973850228,10.836711981872634,g/m2
8312,SSP1-2.6,2034,mean,132.45478815345263,180.31176913157097,74.6923707363615,43.95167282194814,g/m2
8312,SSP1-2.6,2034,max,275.0209671080222,374.38825593886577,155.0866399160038,91.25854741848734,g/m2
8312,SSP1-2.6,2035,lower,27.52104601199321,37.46462143010502,15.519349662156229,9.132142574080108,g/m2
8312,SSP1-2.6,2035,mean,121.2641427557865,165.0778534875433,68.3818715352811,40.23834850924121,g/m2
8312,SSP1-2.6,2035,max,262.93493209590923,357.9354392064464,148.27122296926768,87.24811137481947,g/m2
8312,SSP1-2.6,2036,lower,26.02215451167906,35.42416836739802,14.674112119627061,8.6347744552237,g/m2
8312,SSP1-2.6,2036,mean,129.31986627243248,176.0441747445629,72.9245618814984,42.91143061736029,g/m2
8312,SSP1-2.6,2036,max,257.31996921585335,350.29174504766644,145.10489810510222,85.384932135684,g/m2
8312,SSP1-2.6,2037,lower,29.07003201661986,39.57326854470156,16.39283591762455,9.646133249919277,g/m2
8312,SSP1-2.6,2037,mean,153.4968745667182,208.95653071617818,86.55818050705356,50.93394134104131,g/m2
8312,SSP1-2.6,2037,max,321.4949260487542,437.65363027507436,181.29369682334686,106.67972068507615,g/m2
8312,SSP1-2.6,2038,lower,36.63205053817356,49.86750521848173,20.65712185852051,12.155392209646635,g/m2
8312,SSP1-2.6,2038,mean,137.43701839449673,187.0941192565261,77.5018923357381,45.604896208816534,g/m2
8312,SSP1-2.6,2038,max,318.96863915785235,434.21457559851046,179.8691023660816,105.84143815538262,g/m2
8312,SSP1-2.6,2039,lower,34.47142570842914,46.926229248680855,19.43872731759616,11.438445114477174,g/m2
8312,SSP1-2.6,2039,mean,126.51052488025543,172.2197956973432,71.34035060673202,41.97922382109807,g/m2
8312,SSP1-2.6,2039,max,288.51758240350074,392.76130696361673,162.6974949661665,95.7370478029607,g/m2
8312,SSP1-2.6,2040,lower,30.64838901984807,41.72189863607713,17.282884726602855,10.169869926933536,g/m2
8312,SSP1-2.6,2040,mean,131.23014024417614,178.6446460765018,74.00178146483425,43.54530529850123,g/m2
8312,SSP1-2.6,2040,max,290.0095363929547,394.7923159369555,163.53882038788538,96.23211388946496,g/m2
8312,SSP1-2.6,2041,lower,31.69413425843651,43.145480045700054,17.87258927519147,10.516873257068347,g/m2
8312,SSP1-2.6,2041,mean,146.8584500150966,199.91958994690526,82.81471698544316,48.73115299330687,g/m2
8312,SSP1-2.6,2041,max,312.8879081159096,425.93682749237394,176.44012691215764,103.82370587858411,g/m2
8312,SSP1-2.6,2042,lower,33.97553501418432,46.25116925559418,19.159090378112065,11.273896698729104,g/m2
8312,SSP1-2.6,2042,mean,138.84901504437786,189.01628165999435,78.29812914017312,46.073430533973315,g/m2
8312,SSP1-2.6,2042,max,304.0016402874058,413.83987957926274,171.42908563262114,100.87502926483933,g/m2
8312,SSP1-2.6,2043,lower,30.472060143917524,41.48186071814861,17.18345138820763,10.111359780399741,g/m2
8312,SSP1-2.6,2043,mean,134.1330102781852,182.5963464165816,75.63873432854261,44.508547139419754,g/m2
8312,SSP1-2.6,2043,max,287.0702463831936,390.7910367907704,161.88132999307675,95.25678702783294,g/m2
8312,SSP1-2.6,2044,lower,31.6184872550033,43.04250117110669,17.829931292763668,10.491771768543785,g/m2
8312,SSP1-2.6,2044,mean,128.78995568313826,175.3228031945477,72.62574083663868,42.73559358519078,g/m2
8312,SSP1-2.6,2044,max,286.39303399000113,389.8691421095989,161.4994442202424,95.03207172722726,g/m2
8312,SSP1-2.6,2045,lower,28.99597877290779,39.472459268043444,16.351076669728098,9.621560609062639,g/m2
8312,SSP1-2.6,2045,mean,128.1711603868199,174.48043217750154,72.27679695679207,42.53026247722029,g/m2
8312,SSP1-2.6,2045,max,283.5135757659409,385.9493124548246,159.87569347336714,94.07659848588439,g/m2
8312,SSP1-2.6,2046,lower,29.15816533261272,39.693245137074314,16.442535036879775,9.67537799616993,g/m2
8312,SSP1-2.6,2046,mean,128.86346470612145,175.4228716191476,72.66719319388203,42.759985640568004,g/m2
8312,SSP1-2.6,2046,max,273.4290181982969,372.22112307578584,154.1889265164641,90.73030062118438,g/m2
8312,SSP1-2.6,2047,lower,27.249149870206452,37.094487024025106,15.366025137559996,9.04192091858573,g/m2
8312,SSP1-2.6,2047,mean,125.7453086549759,171.17810069128205,70.9088387317076,41.72530674010461,g/m2
8312,SSP1-2.6,2047,max,257.626820152972,350.7094636979537,145.27793393321826,85.48675262991726,g/m2
8312,SSP1-2.6,2048,lower,27.354780671058794,37.23828308335974,15.425591235912751,9.076971749618005,g/m2
8312,SSP1-2.6,2048,mean,142.45871689148396,193.93019783594374,80.33367041709108,47.27121610881404,g/m2
8312,SSP1-2.6,2048,max,281.28588006054196,382.9167323621976,158.61947710070805,93.33739566690346,g/m2
8312,SSP1-2.6,2049,lower,31.814128208597044,43.30882877578496,17.940254874423168,10.556690125235914,g/m2
8312,SSP1-2.6,2049,mean,149.87032031033024,204.01967321984242,84.51313601458992,49.73056373295405,g/m2
8312,SSP1-2.6,2049,max,300.44530385321764,408.9986101694123,169.42363756155652,99.69495161283987,g/m2
8312,SSP1-2.6,2050,lower,32.01738127274157,43.58551880781953,18.05487098934078,10.62413436262346,g/m2
8312,SSP1-2.6,2050,mean,141.27290790995482,192.31594652579923,79.66498274406963,46.87773627231982,g/m2
8312,SSP1-2.6,2050,max,279.32895378069145,380.2527528677673,157.5159498878678,92.6880406319687,g/m2
8312,SSP1-2.6,2051,lower,28.042795092943248,38.174882653126126,15.813568363714436,9.305271422200729,g/m2
8312,SSP1-2.6,2051,mean,145.29156280981582,197.78657378378637,81.93113609214011,48.211222270110866,g/m2
8312,SSP1-2.6,2051,max,270.3170315156842,367.98475055895614,152.43405101317134,89.69766886504135,g/m2
8312,SSP1-2.6,2052,lower,27.771012392808498,37.80490267608009,15.660307809821315,9.215087409364974,g/m2
8312,SSP1-2.6,2052,mean,138.77362488901437,188.91365243474547,78.25561599653533,46.04841427379333,g/m2
8312,SSP1-2.6,2052,max,267.84125647978675,364.61445807713756,151.03794061641582,88.87614737929145,g/m2
8312,SSP1-2.6,2053,lower,26.784202559890907,36.46155050851888,15.103837432916738,8.887640259144721,g/m2
8312,SSP1-2.6,2053,mean,128.58752303844275,175.04723000611193,72.51158736315895,42.66842158263673,g/m2
8312,SSP1-2.6,2053,max,260.8634796083809,355.11555426377817,147.10311346323778,86.56075379970049,g/m2
8312,SSP1-2.6,2054,lower,27.96848838162083,38.073728328970084,15.771666183297492,9.280614674716944,g/m2
8312,SSP1-2.6,2054,mean,136.1090066916469,185.28628623737646,76.75301535035824,45.1642301016785,g/m2
8312,SSP1-2.6,2054,max,274.30120142958447,373.408433128014,154.6807579871837,91.01971191810125,g/m2
8312,SSP1-2.6,2055,lower,29.133059709570073,39.659068650372106,16.428377764575686,9.667047348819656,g/m2
8312,SSP1-2.6,2055,mean,134.5779096538007,183.20199151723153,75.88961683394022,44.65617541370371,g/m2
8312,SSP1-2.6,2055,max,266.0382842798569,362.16005751075147,150.0212294060329,88.27787799739053,g/m2
8312,SSP1-2.6,2056,lower,28.52776826954695,38.83508054158194,16.087048823039986,9.466197143970879,g/m2
8312,SSP1-2.6,2056,mean,148.09375170710675,201.60121608215317,83.51131401479314,49.14105569716933,g/m2
8312,SSP1-2.6,2056,max,271.26219521461417,369.271409509145,152.9670367843255,90.01129683000723,g/m2
8312,SSP1-2.6,2057,lower,30.418637651132634,41.40913624876739,17.153325994536495,10.093632917090774,g/m2
8312,SSP1-2.6,2057,mean,135.91620856942833,185.02382860192878,76.64429486525701,45.10025506456154,g/m2
8312,SSP1-2.6,2057,max,270.32018313103464,367.98904087829743,152.4358282356142,89.69871464653913,g/m2
8312,SSP1-2.6,2058,lower,31.09193151757213,42.325696607933054,17.5330020771282,10.31704795661724,g/m2
8312,SSP1-2.6,2058,mean,135.24746279080483,184.11345959131083,76.26718348769433,44.87834918956164,g/m2
8312,SSP1-2.6,2058,max,296.2485638549995,403.285554233773,167.05706052647142,98.30237271182821,g/m2
8312,SSP1-2.6,2059,lower,34.543879142198634,47.024860691188614,19.479584419190434,11.46248690005743,g/m2
8312,SSP1-2.6,2059,mean,133.73402797253965,182.05320859283003,75.4137448456709,44.37615524929673,g/m2
8312,SSP1-2.6,2059,max,291.91324685008453,397.3838523036263,164.6123387500445,96.86381063917065,g/m2
8312,SSP1-2.6,2060,lower,31.836346974590658,43.33907536075241,17.95278422372066,10.564062844237416,g/m2
8312,SSP1-2.6,2060,mean,134.14159139001202,182.6080279531737,75.6435732897824,44.511394557959456,g/m2
8312,SSP1-2.6,2060,max,295.7600105056934,402.62048262740353,166.78156117760236,98.14025900296106,g/m2
8312,SSP1-2.6,2061,lower,34.011269577639375,46.29981500442329,19.179241399444678,11.28575428321742,g/m2
8312,SSP1-2.6,2061,mean,141.35771966316187,192.43140144801916,79.71280880609166,46.90587884444106,g/m2
8312,SSP1-2.6,2061,max,296.2514471369177,403.2894792686534,167.05868643343163,98.30332945386291,g/m2
8312,SSP1-2.6,2062,lower,33.73530270630671,45.924139081450626,19.023621356168835,11.194181862109792,g/m2
8312,SSP1-2.6,2062,mean,139.46908325317656,189.8603855030446,78.64779082608942,46.27918402480852,g/m2
8312,SSP1-2.6,2062,max,292.57867692592833,398.289707621365,164.9875803748808,97.0846162845316,g/m2
8312,SSP1-2.6,2063,lower,33.34327535378006,45.39046909135443,18.802553829944024,11.064097792098337,g/m2
8312,SSP1-2.6,2063,mean,144.63825896133852,196.89722599695565,81.56273254905774,47.994440397579936,g/m2
8312,SSP1-2.6,2063,max,305.25088739785633,415.5404897248687,172.13354660089507,101.28955939272474,g/m2
8312,SSP1-2.6,2064,lower,35.9109281128561,48.88583545718325,20.250474848706755,11.91610650813312,g/m2
8312,SSP1-2.6,2064,mean,130.6056406296214,177.79450972513118,73.64962087188538,43.338081361043095,g/m2
8312,SSP1-2.6,2064,max,289.2526018742613,393.76189488472266,163.11197863696356,95.98094487717748,g/m2
8312,SSP1-2.6,2065,lower,31.567240489073118,42.9727385362034,17.80103280979254,10.474766863543772,g/m2
8312,SSP1-2.6,2065,mean,130.55527297359848,177.72594382961984,73.62121812639589,43.32136816577707,g/m2
8312,SSP1-2.6,2065,max,283.45959387212616,385.8758264683193,159.8452526287433,94.05868599990838,g/m2
8312,SSP1-2.6,2066,lower,27.4329144530091,37.34464722956243,15.46965153369304,9.102898410847065,g/m2
8312,SSP1-2.6,2066,mean,114.81727827423,156.30168498335746,64.74643035073419,38.09912438325084,g/m2
8312,SSP1-2.6,2066,max,258.580679242379,352.00795975318084,145.81582310830566,85.80326593381753,g/m2
8312,SSP1-2.6,2067,lower,26.15262160904992,35.60177427706998,14.74768361478835,8.678066564611472,g/m2
8312,SSP1-2.6,2067,mean,117.96122640244317,160.5815668733141,66.51932918241954,39.14236171296,g/m2
8312,SSP1-2.6,2067,max,251.03674924051134,341.7383471268287,141.56173743602434,83.30000917839064,g/m2
8312,SSP1-2.6,2068,lower,24.925855013061994,33.931767036728985,14.05589959797834,8.270996010142046,g/m2
8312,SSP1-2.6,2068,mean,118.80613215345413,161.73174387210804,66.9957786522468,39.42272168825055,g/m2
8312,SSP1-2.6,2068,max,254.8215276364623,346.89059641776595,143.69600585354527,84.55588934762768,g/m2
8312,SSP1-2.6,2069,lower,26.729199782878087,36.386674785499785,15.07282090365838,8.869389019659401,g/m2
8312,SSP1-2.6,2069,mean,125.77836309141362,171.22309796163236,70.92747840683981,41.73627499422269,g/m2
8312,SSP1-2.6,2069,max,263.1200632648406,358.18745975667923,148.37561999482975,87.30954233310683,g/m2
8312,SSP1-2.6,2070,lower,30.49231776729919,41.50943758389481,17.194874832667093,10.118081745286279,g/m2
8312,SSP1-2.6,2070,mean,145.9382762600448,198.66695000844103,82.29582325413786,48.4258172905724,g/m2
8312,SSP1-2.6,2070,max,315.36298590198186,429.30617080239386,177.83584412386358,104.64499600013328,g/m2
8312,SSP1-2.6,2071,lower,34.44871817315748,46.89531729816151,19.42592234718577,11.430910210116478,g/m2
8312,SSP1-2.6,2071,mean,133.196138792117,181.32097572249864,75.11042460606839,44.197670729393884,g/m2
8312,SSP1-2.6,2071,max,289.3784608495007,393.9332277206501,163.18295157323965,96.02270790121416,g/m2
8312,SSP1-2.6,2072,lower,33.57723624045445,45.708961929340596,18.934486344645162,11.141731620875689,g/m2
8312,SSP1-2.6,2072,mean,115.3496190298188,157.02636473830788,65.04662178683726,38.27576780283278,g/m2
8312,SSP1-2.6,2072,max,270.7568136250821,368.5834294839195,152.68204784904495,89.84359910776546,g/m2
8312,SSP1-2.6,2073,lower,26.931483619881835,36.662045400827125,15.186890463227291,8.936511644255328,g/m2
8312,SSP1-2.6,2073,mean,121.9578161570604,166.02215667149696,68.77303980922736,40.46852596679569,g/m2
8312,SSP1-2.6,2073,max,265.357386797622,361.23314628820833,149.63726558044718,88.05193989593204,g/m2
8312,SSP1-2.6,2074,lower,26.765883910254235,36.43661318333693,15.093507392084492,8.881561692211845,g/m2
8312,SSP1-2.6,2074,mean,129.14630819866673,175.8079087419212,72.82669102178299,42.853839889383565,g/m2
8312,SSP1-2.6,2074,max,259.0974768893268,352.7114805492447,146.10724965452295,85.9747517774813,g/m2
8312,SSP1-2.6,2075,lower,26.368507260552256,35.89566115194392,14.869423352124175,8.74970259720843,g/m2
8312,SSP1-2.6,2075,mean,134.25869996894178,182.76744880418022,75.70961180387295,44.55025399080836,g/m2
8312,SSP1-2.6,2075,max,281.4734437393375,383.1720643076858,158.7252458390721,93.3996337902558,g/m2
8312,SSP1-2.6,2076,lower,31.69291118172696,43.14381506153182,17.8718995719327,10.516467410906621,g/m2
8312,SSP1-2.6,2076,mean,132.3196478528184,180.12780155268587,74.61616398251654,43.90683003173013,g/m2
8312,SSP1-2.6,2076,max,272.9512517750466,371.5707357986712,153.91951000605866,90.5717662728777,g/m2
8312,SSP1-2.6,2077,lower,30.277157133999484,41.216537682135176,17.07354393920272,10.046686291103104,g/m2
8312,SSP1-2.6,2077,mean,141.1961526365835,192.21145895441958,79.62169979888851,46.852267033271495,g/m2
8312,SSP1-2.6,2077,max,286.8403800755491,390.4781179361715,161.75170644598012,95.18051187849915,g/m2
8312,SSP1-2.6,2078,lower,33.1383679054733,45.11152693284505,18.68700479386208,10.996104590400526,g/m2
8312,SSP1-2.6,2078,mean,133.44440066334747,181.65893660585772,75.25042156642112,44.280049967552074,g/m2
8312,SSP1-2.6,2078,max,283.54005711919694,385.98536173413845,159.89062653152664,94.08538563348712,g/m2
8312,SSP1-2.6,2079,lower,32.21577564238923,43.85559465993195,18.166747245505736,10.689966368744438,g/m2
8312,SSP1-2.6,2079,mean,126.70520095390455,172.48480980318732,71.45013008446334,42.043822007502435,g/m2
8312,SSP1-2.6,2079,max,283.94419355450424,386.5355159160799,160.118522471529,94.21948778734415,g/m2
8312,SSP1-2.6,2080,lower,29.631723177521767,40.337903242621685,16.709578294508788,9.832515837329707,g/m2
8312,SSP1-2.6,2080,mean,127.53189095194999,173.61018955086587,71.91630753775793,42.318137559441375,g/m2
8312,SSP1-2.6,2080,max,278.5811253265336,379.2347279744738,157.09424312344004,92.43989323010952,g/m2
8312,SSP1-2.6,2081,lower,31.3226875133351,42.63982660212801,17.663127326848866,10.393618325788998,g/m2
8312,SSP1-2.6,2081,mean,132.75561377574832,180.72128547229698,74.86200883869627,44.05149397233404,g/m2
8312,SSP1-2.6,2081,max,293.67033957150136,399.775796766667,165.60317813604073,97.44685611065688,g/m2
8312,SSP1-2.6,2082,lower,30.34137782061375,41.303961819681994,17.109758525329873,10.06799625388981,g/m2
8312,SSP1-2.6,2082,mean,134.97470285449776,183.74214929479845,76.11337186209215,44.78784090634567,g/m2
8312,SSP1-2.6,2082,max,288.97736783600055,393.3872165733087,162.95677184442977,95.88961562764452,g/m2
8312,SSP1-2.6,2083,lower,32.03188362297791,43.6052609739136,18.06304898679563,10.628946589962485,g/m2
8312,SSP1-2.6,2083,mean,132.24869953513212,180.03121903681563,74.57615562855953,43.88328767973451,g/m2
8312,SSP1-2.6,2083,max,313.750319666633,427.110835277206,176.926448049898,104.10987469772373,g/m2
8312,SSP1-2.6,2084,lower,33.040019355876524,44.97764426075339,18.631545218332384,10.96347018484485,g/m2
8312,SSP1-2.6,2084,mean,119.31073388688532,162.41866227294702,67.28032782010314,39.59016063554977,g/m2
8312,SSP1-2.6,2084,max,289.78803405046256,394.49078301543307,163.41391335118973,96.15861410420064,g/m2
8312,SSP1-2.6,2085,lower,30.77422786587861,41.89320406995057,17.353846311848528,10.211626271616359,g/m2
8312,SSP1-2.6,2085,mean,115.50124563105737,157.23277525089017,65.13212530446083,38.32608114266479,g/m2
8312,SSP1-2.6,2085,max,267.8460934484885,364.62104268155997,151.0406682238096,88.87775240141856,g/m2
8312,SSP1-2.6,2086,lower,26.23889164017913,35.719214364761804,14.796332012014092,8.706693028293083,g/m2
8312,SSP1-2.6,2086,mean,122.60546716829435,166.90380920549333,69.13825566977309,40.683432092466134,g/m2
8312,SSP1-2.6,2086,max,269.78698099617594,367.26318852081437,152.13515106048527,89.52178540067356,g/m2
8312,SSP1-2.6,2087,lower,26.94022062854878,36.67393916104234,15.191817336008382,8.939410793102459,g/m2
8312,SSP1-2.6,2087,mean,123.30681459137806,167.8585590970985,69.53375138925792,40.9161559743554,g/m2
8312,SSP1-2.6,2087,max,276.0495437126761,375.7884655489376,155.66666292730147,91.59985378445793,g/m2
8312,SSP1-2.6,2088,lower,27.65239330963531,37.64342556349022,15.593417509664597,9.175726755010771,g/m2
8312,SSP1-2.6,2088,mean,125.63785671213338,171.03182549669933,70.84824567604669,41.68965161051861,g/m2
8312,SSP1-2.6,2088,max,280.5409251101666,381.90261919272973,158.1993907292674,93.09020176245922,g/m2
8312,SSP1-2.6,2089,lower,30.62130043672828,41.68502272986271,17.267609246408345,10.160881285910518,g/m2
8312,SSP1-2.6,2089,mean,129.77218243040798,176.659916370731,73.17962677294206,43.06151995776517,g/m2
8312,SSP1-2.6,2089,max,292.7834687019459,398.5684923142561,165.10306418238454,97.1525711033919,g/m2
8312,SSP1-2.6,2090,lower,33.06794972952842,45.01566610319403,18.647295391298538,10.972738152138872,g/m2
8312,SSP1-2.6,2090,mean,128.06514090329256,174.33610700131322,72.21701167700492,42.49508267196215,g/m2
8312,SSP1-2.6,2090,max,290.42778646704915,395.3616831289667,163.77467512768214,96.37089928688718,g/m2
8312,SSP1-2.6,2091,lower,29.882441053897644,40.679207505551545,16.850960216850506,9.915710036850225,g/m2
8312,SSP1-2.6,2091,mean,125.4479301598418,170.77327695250418,70.74114449341518,41.62662942911699,g/m2
8312,SSP1-2.6,2091,max,285.88736126411885,389.1807657581167,161.21429111072166,94.86427739896777,g/m2
8312,SSP1-2.6,2092,lower,28.27718725651365,38.49396259182183,15.945744079089977,9.383048358987187,g/m2
8312,SSP1-2.6,2092,mean,125.46446752294007,170.79578939798532,70.75047005176424,41.63211692249013,g/m2
8312,SSP1-2.6,2092,max,274.91082306351103,374.2383159646151,155.02452876153578,91.22199898505485,g/m2
8312,SSP1-2.6,2093,lower,30.74745895140327,41.85676333123459,17.338751095495265,10.202743704310027,g/m2
8312,SSP1-2.6,2093,mean,142.27275077162267,193.67704066029015,80.22880255566662,47.20950809379957,g/m2
8312,SSP1-2.6,2093,max,310.8837331359042,423.20852796215735,175.30995575931357,103.1586725926822,g/m2
8312,SSP1-2.6,2094,lower,35.04742659029486,47.71034388491604,19.763539066665906,11.629576010217887,g/m2
8312,SSP1-2.6,2094,mean,128.69424500411642,175.1925114768997,72.57176877854558,42.70383448830512,g/m2
8312,SSP1-2.6,2094,max,289.49751286726945,394.0952941905892,163.2500860088615,96.0622122136419,g/m2
8312,SSP1-2.6,2095,lower,31.88677576891608,43.40772448432698,17.9812214456139,10.580796326657309,g/m2
8312,SSP1-2.6,2095,mean,141.85815989933843,193.11265476915298,79.9950112705929,47.071936907226146,g/m2
8312,SSP1-2.6,2095,max,308.3623552968979,419.7761560174477,173.88812955776226,102.32201900404688,g/m2
8312,SSP1-2.6,2096,lower,33.941171192565626,46.20438950865888,19.139712329647047,11.262493959230198,g/m2
8312,SSP1-2.6,2096,mean,127.68092950030507,173.81307692622877,72.00035163056074,42.367592121307204,g/m2
8312,SSP1-2.6,2096,max,276.0617495837215,375.8050814994266,155.67354592079676,91.60390398496916,g/m2
8312,SSP1-2.6,2097,lower,26.85031363513861,36.55154804732656,15.141118025117452,8.909577498180791,g/m2
8312,SSP1-2.6,2097,mean,122.76341122652987,167.11881972312952,69.2273216546106,40.735841715919655,g/m2
8312,SSP1-2.6,2097,max,253.23622051010676,344.7325050678414,142.802037811593,84.0298464532088,g/m2
8312,SSP1-2.6,2098,lower,27.01795344582362,36.779757470805286,15.23565152643076,8.965204404643583,g/m2
8312,SSP1-2.6,2098,mean,137.7279769141016,187.490203430947,77.66596629575268,45.70144321807689,g/m2
8312,SSP1-2.6,2098,max,305.30689328936126,415.61673099571914,172.16512879486498,101.30814348963693,g/m2
8312,SSP1-2.6,2099,lower,33.398858860381154,45.46613536623585,18.833897837508825,11.082541731577502,g/m2
8312,SSP1-2.6,2099,mean,128.60940753937805,175.07702155336528,72.52392821757446,42.675683384481644,g/m2
